url_pos	chrom	start	end	CF	edgeR.logFC	minlog10pval	medlog10pval	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:104659401-104661600	chr11	104660401	104660600	1	-1.7789154830450773	6.1700772867748395	6.1700772867748395	Distal Intergenic	chr11	104756445	104769397	12953	-	uc031qdo.1	108797	ENSG00000204403	CASP12	caspase 12 (gene/pseudogene)	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:109599801-109602000	chr11	109600801	109601000	1	-2.220690256295807	5.724137213040119	5.724137213040119	Distal Intergenic	chr11	109292846	109299893	7048	+	uc010rwb.2	307955	ENSG00000185742	C11orf87	chromosome 11 open reading frame 87	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:111996601-111998800	chr11	111997601	111997800	4	-1.2507233396276185	5.893947678988938	5.893947678988938	Distal Intergenic	chr11	112013974	112021796	7823	-	uc001pna.2	23996	ENSG00000150782	IL18	interleukin 18	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:116468601-116470800	chr11	116469601	116469800	3	-1.4640606440250397	5.821600863963551	5.821600863963551	Distal Intergenic	chr11	116618886	116643714	24829	-	uc001ppn.3	173914	ENSG00000137656	BUD13	BUD13 homolog	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:117378601-117380800	chr11	117379601	117379800	3	-1.8384649316844275	6.517511979593392	6.517511979593392	Intron (uc001prh.1/57453, intron 25 of 32)	chr11	117255313	117281417	26105	+	uc001prg.1	124288	ENSG00000110274	CEP164	centrosomal protein 164kDa	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:117785601-117787800	chr11	117786601	117786800	3	-1.6356096420205635	5.903582035815083	5.903582035815083	Intron (uc001prs.2/84000, intron 10 of 12)	chr11	117773760	117789553	15794	-	uc001prt.1	2753	ENSG00000137747	TMPRSS13	transmembrane protease, serine 13	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:118420601-118422800	chr11	118421601	118421800	2	-1.9615180736204632	5.897122017487687	5.897122017487687	Intron (uc001pto.2/56912, intron 3 of 12)	chr11	118415243	118436791	21549	-	uc001pto.2	14991	ENSG00000118096	IFT46	intraflagellar transport 46	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:119696201-119698400	chr11	119697201	119697400	1	-2.1012588867570345	5.888085729573559	5.888085729573559	Distal Intergenic	chr11	119508808	119599435	90628	-	uc001pwu.1	-97766	ENSG00000110400	PVRL1	poliovirus receptor-related 1 (herpesvirus entry mediator C)	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:121348401-121350600	chr11	121349401	121349600	6	-1.1724081198859695	7.232536071691067	7.232536071691067	Intron (uc001pxx.3/6653, intron 3 of 47)	chr11	121322912	121504471	181560	+	uc001pxx.3	26489	ENSG00000137642	SORL1	sortilin-related receptor, L(DLR class) A repeats containing	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:122492401-122494600	chr11	122493401	122493600	1	-1.5633336294489262	6.126216533527844	6.126216533527844	Distal Intergenic	chr11	122526398	122685187	158790	+	uc001pyi.4	-32798	ENSG00000154127	UBASH3B	ubiquitin associated and SH3 domain containing B	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:124686401-124688600	chr11	124687401	124687600	3	-2.2043658953516623	5.731726298517772	5.731726298517772	Intron (uc001qbb.3/uc001qbb.3, intron 4 of 4)	chr11	124636394	124670299	33906	-	uc001qaz.1	-17102	ENSG00000120458	MSANTD2	Myb/SANT-like DNA-binding domain containing 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:126303601-126305800	chr11	126304601	126304800	4	-1.3581692546973743	6.718743472642022	6.718743472642022	Intron (uc001qdx.1/6484, intron 6 of 6)	chr11	126277129	126284536	7408	+	uc001qdz.3	27472	ENSG00000110080	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:129802601-129804800	chr11	129803601	129803800	1	-1.5368186352192303	5.839312523746419	5.839312523746419	Intron (uc001qfj.3/56980, intron 13 of 17)	chr11	129769601	129817517	47917	-	uc001qfj.3	13717	ENSG00000170325	PRDM10	PR domain containing 10	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:129807201-129809400	chr11	129808201	129808400	3	-1.2277576885956687	5.714385948340752	5.714385948340752	Intron (uc001qfj.3/56980, intron 15 of 17)	chr11	129769601	129817517	47917	-	uc001qfj.3	9117	ENSG00000170325	PRDM10	PR domain containing 10	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:130352201-130354400	chr11	130353201	130353400	3	-1.3202513320335998	5.741841759531221	5.741841759531221	Distal Intergenic	chr11	130318869	130346539	27671	+	uc010scd.2	34332	ENSG00000166106	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif, 15	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:131995601-131997800	chr11	131996601	131996800	6	-1.5372297299403075	6.407914293685831	6.407914293685831	Intron (uc001qgm.3/50863, intron 2 of 7)	chr11	131780712	132184961	404250	+	uc001qgo.3	215889	ENSG00000182667	NTM	neurotrimin	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3005601-3007800	chr16	3006601	3006800	6	-1.9982975136400805	5.67103120843298	5.67103120843298	Distal Intergenic	chr16	3014217	3017702	3486	+	uc010bsw.2	-7417	ENSG00000131650	KREMEN2	kringle containing transmembrane protein 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3014401-3016800	chr16	3015401	3015800	17	-2.2004636352083984	6.5945204107504525	6.141370800330605	Intron (uc010bsw.2/79412, intron 2 of 7)	chr16	3014217	3017702	3486	+	uc010bsw.2	1184	ENSG00000131650	KREMEN2	kringle containing transmembrane protein 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3016201-3018400	chr16	3017201	3017400	28	-2.0526767567121755	5.860298043752473	5.860298043752473	Exon (uc010bsw.2/79412, exon 6 of 8)	chr16	3019342	3023485	4144	+	uc002csj.4	-1942	ENSG00000162073	PAQR4	progestin and adipoQ receptor family member IV	1	0	0	0	0	1	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3061201-3063600	chr16	3062201	3062600	19	-2.060738818389422	6.00512643063705	5.95636595724962	Promoter	chr16	3062457	3064506	2050	+	uc010uwo.1	0	ENSG00000213937	CLDN9	claudin 9	1	0	1	1	0	1	0	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3063201-3065400	chr16	3064201	3064400	2	-1.7101857836526633	5.7546706756423145	5.7546706756423145	3' UTR	chr16	3062457	3064506	2050	+	uc010uwo.1	1744	ENSG00000213937	CLDN9	claudin 9	1	0	0	0	1	1	0	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3083001-3085200	chr16	3084001	3084200	2	-1.9290316284502247	6.3197277727242716	6.3197277727242716	Promoter	chr16	3077868	3083003	5136	-	uc002cte.4	-998	ENSG00000162069	CCDC64B	coiled-coil domain containing 64B	1	0	1	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3086801-3089000	chr16	3087801	3088000	6	-2.395332696864838	5.847880605031665	5.847880605031665	Exon (uc031quv.1/100128770, exon 7 of 8)	chr16	3077868	3085542	7675	-	uc002ctf.4	-2259	ENSG00000162069	CCDC64B	coiled-coil domain containing 64B	1	0	0	0	0	1	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3138001-3140200	chr16	3139001	3139200	18	-1.841069120498758	6.281306007727802	6.281306007727802	3' UTR	chr16	3138895	3142861	3967	-	uc002ctv.1	3661	ENSG00000130182	ZSCAN10	zinc finger and SCAN domain containing 10	1	0	0	0	1	1	0	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3139801-3142000	chr16	3140801	3141000	8	-2.567110505030473	5.830837282374778	5.830837282374778	Intron (uc002ctv.1/84891, intron 1 of 4)	chr16	3138895	3142861	3967	-	uc002ctv.1	1861	ENSG00000130182	ZSCAN10	zinc finger and SCAN domain containing 10	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3202801-3205000	chr16	3203801	3204000	9	-2.144519269308969	6.019367548146142	6.019367548146142	Distal Intergenic	chr16	3187167	3192805	5639	+	uc010uwt.3	16634	ENSG00000085644	ZNF213	zinc finger protein 213	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3236001-3238200	chr16	3237001	3237200	9	-2.4311409149625582	5.956369374851832	5.956369374851832	Distal Intergenic	chr16	3254247	3255185	939	+	uc010uwu.2	-17047	ENSG00000168124	OR1F1	olfactory receptor, family 1, subfamily F, member 1	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3516001-3518200	chr16	3517001	3517200	5	-1.842252575368809	8.25157112960715	8.25157112960715	Intron (uc002cvh.4/79903, intron 2 of 7)	chr16	3507992	3533597	25606	+	uc010btk.1	9009	ENSG00000122390	NAA60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3559801-3562000	chr16	3560801	3561000	2	-1.7645387709569722	5.9834322035348135	5.9834322035348135	Intron (uc002cvj.2/23059, intron 4 of 10)	chr16	3559894	3589051	29158	+	uc002cvm.2	907	ENSG00000103351	CLUAP1	clusterin associated protein 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3583801-3586000	chr16	3584801	3585000	2	-1.6815757810707417	6.116298894380592	6.116298894380592	3' UTR	chr16	3569903	3589051	19149	+	uc021tcg.2	14898	ENSG00000103351	CLUAP1	clusterin associated protein 1	1	0	0	0	1	1	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3595201-3597400	chr16	3596201	3596400	2	-1.9374698275760793	5.769805150390453	5.769805150390453	Intron (uc010btn.3/197358, intron 5 of 20)	chr16	3598135	3606995	8861	-	uc010bto.1	10595	ENSG00000167984	NLRC3	NLR family, CARD domain containing 3	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:3824601-3826800	chr16	3825601	3825800	1	-2.3336124630414683	6.0124461349462885	6.0124461349462885	Intron (uc002cvv.3/1387, intron 20 of 30)	chr16	3708038	3767598	59561	-	uc002cvt.4	-58003	ENSG00000126602	TRAP1	TNF receptor-associated protein 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:83638401-83640600	chr16	83639401	83639600	2	-2.8408038600197116	6.493532391907409	6.493532391907409	Intron (uc002fgx.3/1012, intron 8 of 13)	chr16	83541951	83542013	63	+	uc021tlx.1	97450	ENSG00000263785	MIR3182	microRNA 3182	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:83681201-83683400	chr16	83682201	83682400	3	-1.801118935171147	5.80833068783813	5.80833068783813	Intron (uc002fgx.3/1012, intron 8 of 13)	chr16	83541951	83542013	63	+	uc021tlx.1	140250	ENSG00000263785	MIR3182	microRNA 3182	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr17:12223401-12225600	chr17	12224401	12224600	2	-2.7401807485337497	6.975107216209557	6.975107216209557	Distal Intergenic	chr17	12453285	12540504	87220	+	uc002gnl.2	-228685	ENSG00000179136	LINC00670	long intergenic non-protein coding RNA 670	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr20:30145601-30147800	chr20	30146601	30146800	6	-1.1963483539987687	6.9859416421062965	6.9859416421062965	Intron (uc002wwc.3/81502, intron 8 of 12)	chr20	30135185	30136019	835	+	uc010gdt.3	11416	NA	MCTS2P	malignant T cell amplified sequence 2, pseudogene	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr20:48723601-48725800	chr20	48724601	48724800	2	-1.034936674887955	5.908605712015862	5.908605712015862	Intron (uc002xva.4/7335, intron 3 of 3)	chr20	48697661	48729735	32075	-	uc002xva.4	4935	ENSG00000244687	UBE2V1	ubiquitin-conjugating enzyme E2 variant 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr22:41765401-41767600	chr22	41766401	41766600	6	-1.4101622470667141	5.794528723733988	5.794528723733988	Intron (uc003azx.4/7008, intron 1 of 3)	chr22	41763337	41795332	31996	+	uc003azx.4	3064	ENSG00000167074	TEF	thyrotrophic embryonic factor	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr22:42028201-42030400	chr22	42029201	42029400	1	-2.454346678481583	6.599327142254607	6.599327142254607	Intron (uc003bao.1/2547, intron 3 of 12)	chr22	42017354	42060052	42699	+	uc003bar.2	11847	ENSG00000196419	XRCC6	X-ray repair complementing defective repair in Chinese hamster cells 6	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr22:42180001-42182200	chr22	42181001	42181200	8	-2.940832765831085	5.872520160714514	5.872520160714514	Intron (uc003baz.1/150365, intron 26 of 30)	chr22	42177369	42190481	13113	+	uc010gyo.1	3632	ENSG00000167077	MEI1	meiotic double-stranded break formation protein 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr22:42479601-42481800	chr22	42480601	42480800	2	-1.8425861316342254	6.766468213765507	6.766468213765507	Downstream (<1kb)	chr22	42475695	42480288	4594	+	uc003bca.3	4906	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate-rich tail 1	0	1	0	0	0	0	0	1	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr22:42711601-42713800	chr22	42712601	42712800	8	-1.316035770316062	6.277198713527513	6.277198713527513	Distal Intergenic	chr22	42665759	42670868	5110	+	uc003bcl.3	46842	ENSG00000182057	OGFRP1	opioid growth factor receptor pseudogene 1	0	1	0	0	0	0	0	0	1
