url	chrom	start	end	CF	edgeR.logFC	minlog10pval	medlog10pval	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:79992801-79995400	chr2	79993801	79994400	12	-2.388762021977321	6.3073810257629495	5.710224759422632	Intron (uc010yse.2/1496, intron 7 of 21)	chr2	79878678	80875988	997311	F	uc010ysh.2	115123	ENSG00000066032	CTNNA2	catenin (cadherin-associated protein), alpha 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:98612601-98615000	chr11	98613601	98614000	8	-1.9629773670743202	5.788963046332381	5.703238224466124	Distal Intergenic	chr11	98891706	100096179	1204474	F	uc009ywv.2	-277706	ENSG00000149972	CNTN5	contactin 5	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr3:173863401-173865600	chr3	173864401	173864600	10	-1.8491753837497393	5.702800518379289	5.702800518379289	Intron (uc003fio.1/22871, intron 4 of 6)	chr3	173322069	174001116	679048	F	uc021xhm.1	542332	ENSG00000169760	NLGN1	neuroligin 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr3:168066401-168068600	chr3	168067401	168067600	2	-3.2843669982058437	5.701806040341668	5.701806040341668	Intron (uc011bph.2/93556, intron 3 of 15)	chr3	167967310	168548374	581065	F	uc011bph.2	100091	NA	EGFEM1P	EGF-like and EMI domain containing 1, pseudogene	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr4:85113801-85116000	chr4	85114801	85115000	2	-2.876622652600749	5.701806040341668	5.701806040341668	Intron (uc010ikd.2/uc010ikd.2, intron 4 of 5)	chr4	85414436	85419387	4952	R	uc003hpa.1	304387	ENSG00000163623	NKX6-1	NK6 homeobox 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr19:21423001-21425200	chr19	21424001	21424200	6	-2.8767515194144266	5.701806040341668	5.701806040341668	Distal Intergenic	chr19	21473963	21512212	38250	R	uc002npq.1	88012	ENSG00000182141	ZNF708	zinc finger protein 708	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:77138001-77140600	chr2	77139001	77139600	16	-2.4801822986573594	7.402959150641228	5.701733512328561	Intron (uc002snq.3/80059, intron 1 of 3)	chr2	76974850	77749502	774653	R	uc002snq.3	609902	ENSG00000176204	LRRTM4	leucine rich repeat transmembrane neuronal 4	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr10:131379201-131381800	chr10	131380201	131380800	22	-2.2554782134646802	5.723387573161902	5.701733512328561	Intron (uc001lkh.2/4255, intron 2 of 4)	chr10	131265454	131565783	300330	F	uc001lkh.2	114747	ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr14:27188401-27191000	chr14	27189401	27190000	10	-2.205306744739835	7.571758959571613	5.701733512328561	Distal Intergenic	chr14	26915089	27066960	151872	R	uc001wpy.3	-122441	ENSG00000139910	NOVA1	neuro-oncological ventral antigen 1	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr18:63764001-63766200	chr18	63765001	63765200	3	-2.4890333680606944	5.697920890379018	5.697920890379018	Distal Intergenic	chr18	63418157	63531361	113205	F	uc002lka.3	346844	ENSG00000081138	CDH7	cadherin 7, type 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr3:174223001-174225400	chr3	174224001	174224400	6	-2.4648196014595514	6.422471422129393	5.697296360051108	Intron (uc003fiq.1/uc003fiq.1, intron 1 of 1)	chr3	174577111	175523428	946318	F	uc003fit.3	-352711	ENSG00000177694	NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:21705401-21707800	chr2	21706401	21706800	10	-3.004612635716129	6.0264613767582	5.688147659053511	Distal Intergenic	chr2	21910306	21933524	23219	R	uc002ree.2	226724	ENSG00000229621	LOC645949	uncharacterized LOC645949	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr5:165186001-165188800	chr5	165187001	165187800	24	-2.2675128534664193	9.116687167341585	5.687161437837145	Distal Intergenic	chr5	166711843	167420187	708345	F	uc021yhi.1	-1524043	ENSG00000145934	TENM2	teneurin transmembrane protein 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:100153401-100155800	chr11	100154401	100154800	12	-1.8649247424848494	6.2455705462696605	5.6855322462126505	Intron (uc001pfz.3/53942, intron 18 of 20)	chr11	100061858	100229616	167759	F	uc010ruk.2	92543	ENSG00000149972	CNTN5	contactin 5	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:25094801-25097200	chr21	25095801	25096200	10	-2.0105426665431665	5.987835002629446	5.684750174211689	Distal Intergenic	chr21	24733426	24757156	23731	R	uc021whw.1	-338645	ENSG00000228592	D21S2088E	D21S2088E	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr16:52967001-52969200	chr16	52968001	52968200	6	-5.170174514553067	5.679637883407882	5.679637883407882	Distal Intergenic	chr16	53088945	53361414	272470	F	uc002egy.3	-120745	ENSG00000177200	CHD9	chromodomain helicase DNA binding protein 9	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr20:49256601-49258800	chr20	49257601	49257800	6	-0.926721491245786	5.6783968707298795	5.6783968707298795	Intron (uc010zyt.2/140876, intron 21 of 21)	chr20	49202647	49253426	50780	R	uc002xvm.3	-4175	ENSG00000042062	FAM65C	family with sequence similarity 65, member C	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr5:76699001-76701400	chr5	76700001	76700400	7	-2.3226565300697075	5.744527882272854	5.676364799670357	Intron (uc003kfa.3/8622, intron 11 of 21)	chr5	76728069	76788332	60264	R	uc003kff.1	87932	ENSG00000164253	WDR41	WD repeat domain 41	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:76416401-76418600	chr2	76417401	76417600	10	-1.9838447006783857	5.6738689318857265	5.6738689318857265	Distal Intergenic	chr2	75889832	75938111	48280	R	uc002sno.3	-479290	ENSG00000005436	GCFC2	GC-rich sequence DNA-binding factor 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:24139401-24141800	chr21	24140401	24140800	8	-2.3666210811399067	6.343657653203925	5.673433362367014	Distal Intergenic	chr21	24733426	24757156	23731	R	uc021whw.1	616356	ENSG00000228592	D21S2088E	D21S2088E	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:79810601-79813200	chr2	79811601	79812200	13	-2.8330458523725737	9.208994395886586	5.66985177778702	Intron (uc010yse.2/1496, intron 5 of 21)	chr2	79876420	79876485	66	R	uc021vjs.1	64285	ENSG00000266436	MIR4264	microRNA 4264	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:140889601-140892200	chr2	140890601	140891200	10	-3.2047337338440913	8.004191827008817	5.66985177778702	Distal Intergenic	chr2	139654894	139656744	1851	F	uc021vqc.1	1235707	NA	YY1P2	YY1 transcription factor pseudogene 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:21100601-21103000	chr21	21101601	21102000	12	-2.5339626129116457	7.784030177795247	5.669829144325371	Distal Intergenic	chr21	22114913	22175426	60514	R	uc002yky.4	1073426	ENSG00000224924	LINC00320	long intergenic non-protein coding RNA 320	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr13:57572201-57574600	chr13	57573201	57573600	17	-2.753375912314563	6.165276567572758	5.669317342083504	Distal Intergenic	chr13	57715052	57718073	3022	F	uc010thd.1	-141452	ENSG00000227151	PRR20D	proline rich 20D	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:621401-623800	chr11	622401	622800	12	-0.9353704428703826	6.983938325097012	5.6661145020833334	Intron (uc001lqj.3/53841, intron 12 of 14)	chr11	619416	624732	5317	R	uc001lqm.2	1932	ENSG00000099834	CDHR5	cadherin-related family member 5	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr5:85247201-85249600	chr5	85248201	85248600	5	-2.5649748806999204	6.243782619174001	5.6615984278785865	Distal Intergenic	chr5	85578262	85593365	15104	F	uc003kiq.3	-329662	NA	NBPF22P	neuroblastoma breakpoint family, member 22, pseudogene	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:43453801-43456000	chr11	43454801	43455000	5	-1.393260914110407	5.660685864451528	5.660685864451528	Intron (uc001mxh.3/55761, intron 16 of 19)	chr11	43470153	43516483	46331	F	uc001mxl.3	-15153	ENSG00000052841	TTC17	tetratricopeptide repeat domain 17	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr18:64071401-64073800	chr18	64072401	64072800	10	-2.7498286788912303	6.824626715027858	5.660221867795651	Distal Intergenic	chr18	64199577	64239553	39977	R	uc002lkd.3	166753	ENSG00000071991	CDH19	cadherin 19, type 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:118814201-118816800	chr11	118815201	118815800	14	-1.3176563430102222	6.242806984652351	5.653772661082021	Distal Intergenic	chr11	118827008	118829269	2262	F	uc001puh.3	-11208	ENSG00000110375	UPK2	uroplakin 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:20499601-20502000	chr21	20500601	20501000	19	-2.3159455643731985	5.791876525472217	5.651859930662435	Distal Intergenic	chr21	19641433	19775970	134538	R	uc002ykw.3	-724631	ENSG00000154646	TMPRSS15	transmembrane protease, serine 15	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:35435201-35437600	chr2	35436201	35436600	19	-1.9162933251645229	5.867522525605899	5.651557818430424	Distal Intergenic	chr2	36581892	36582713	822	R	uc021vfw.1	1146113	NA	LOC100288911	uncharacterized LOC100288911	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr4:8643801-8646000	chr4	8644801	8645000	4	-3.4137966708561778	5.651143916780371	5.651143916780371	Distal Intergenic	chr4	8594387	8621488	27102	F	uc003glm.3	50414	ENSG00000109625	CPZ	carboxypeptidase Z	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr7:108241401-108243600	chr7	108242401	108242600	3	-4.091364936897367	5.651143916780371	5.651143916780371	Distal Intergenic	chr7	108210189	108215294	5106	F	uc003vfn.3	32212	ENSG00000128590	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr10:131290801-131293000	chr10	131291801	131292000	1	-3.413911453162542	5.651143916780371	5.651143916780371	Intron (uc001lkh.2/4255, intron 1 of 4)	chr10	131265454	131565783	300330	F	uc001lkh.2	26347	ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:125049201-125051400	chr11	125050201	125050400	1	-3.413837394605017	5.651143916780371	5.651143916780371	Intron (uc001qbu.3/63876, intron 1 of 12)	chr11	125034559	125303285	268727	F	uc001qbu.3	15642	ENSG00000165495	PKNOX2	PBX/knotted 1 homeobox 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr13:108219201-108221400	chr13	108220201	108220400	2	-3.4136982548744554	5.651143916780371	5.651143916780371	Intron (uc001vql.3/728215, intron 2 of 2)	chr13	107820879	108519460	698582	R	uc001vql.3	299060	ENSG00000204442	FAM155A	family with sequence similarity 155, member A	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:22902801-22905400	chr21	22903801	22904400	15	-4.05418248710515	6.315526368824756	5.651143916780371	Intron (uc002yld.2/4685, intron 16 of 17)	chr21	23095613	23109639	14027	R	uc021wht.1	205239	ENSG00000238265	LINC00317	long intergenic non-protein coding RNA 317	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chrX:81466601-81468800	chrX	81467601	81467800	4	-2.9537517462004885	5.648989516883675	5.648989516883675	Distal Intergenic	chrX	80457915	80554046	96132	F	uc010nmn.3	1009686	ENSG00000131171	SH3BGRL	SH3 domain binding glutamate-rich protein like	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:100274801-100277000	chr11	100275801	100276000	4	-2.6924368140208763	5.648209134478317	5.648209134478317	Distal Intergenic	chr11	100061858	100229616	167759	F	uc010ruk.2	213943	ENSG00000149972	CNTN5	contactin 5	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:242137601-242140000	chr2	242138601	242139000	16	-1.882122271189826	6.209350006185286	5.647063114439908	Exon (uc002wax.2/50636, exon 5 of 25)	chr2	242127924	242135580	7657	F	uc002waw.3	10677	ENSG00000146205	ANO7	anoctamin 7	1	0	0	0	0	1	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:47704401-47706800	chr11	47705401	47705800	11	-1.5293002047857287	5.8423926199679475	5.646779978305694	Intron (uc001ngf.3/79841, intron 8 of 8)	chr11	47681143	47712410	31268	R	uc001ngf.3	6610	ENSG00000165923	AGBL2	ATP/GTP binding protein-like 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:188562801-188565000	chr2	188563801	188564000	5	-2.4975089620544146	5.646369533355244	5.646369533355244	Distal Intergenic	chr2	188328958	188419219	90262	R	uc002upy.3	-144582	ENSG00000003436	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr13:57129201-57131600	chr13	57130201	57130600	13	-1.9999509312705	5.664758893034823	5.645160534847578	Distal Intergenic	chr13	57715052	57718073	3022	F	uc010thd.1	-584452	ENSG00000227151	PRR20D	proline rich 20D	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:78898801-78901200	chr2	78899801	78900200	18	-1.9459023507555582	5.778880296713245	5.644362894032951	Distal Intergenic	chr2	79252812	79255630	2819	F	uc002snw.4	-352612	ENSG00000143954	REG3G	regenerating islet-derived 3 gamma	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr18:64431401-64433800	chr18	64432401	64432800	11	-2.168817258417876	5.779240860935336	5.644031202801205	Distal Intergenic	chr18	64168424	64271375	102952	R	uc002lkc.2	-161026	ENSG00000071991	CDH19	cadherin 19, type 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr7:146654601-146656800	chr7	146655601	146655800	11	-1.9380604691634238	5.643650129482931	5.643650129482931	Intron (uc003weu.2/26047, intron 3 of 23)	chr7	146643908	146643927	20	R	uc031szp.1	-11674	ENSG00000264539	MIR548AR	microRNA 548ar	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:20945601-20948000	chr21	20946601	20947000	12	-2.730220400470056	6.256748418395022	5.642918056523789	Distal Intergenic	chr21	19641433	19775970	134538	R	uc002ykw.3	-1170631	ENSG00000154646	TMPRSS15	transmembrane protease, serine 15	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr2:80465601-80468000	chr2	80466601	80467000	11	-2.5981125037238852	6.290171442200459	5.641147158549528	Intron (uc010yse.2/1496, intron 11 of 21)	chr2	80515481	80531487	16007	R	uc002soj.3	64487	ENSG00000162951	LRRTM1	leucine rich repeat transmembrane neuronal 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:70794801-70797200	chr11	70795801	70796200	13	-2.196732861185437	5.764903397312402	5.640740250073385	Intron (uc001oqc.3/22941, intron 15 of 21)	chr11	70718375	70718473	99	R	uc021qms.1	-77328	ENSG00000263744	MIR3664	microRNA 3664	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr3:196176601-196178800	chr3	196177601	196177800	5	-1.5249288899031617	5.640557348158071	5.640557348158071	Distal Intergenic	chr3	196080369	196159345	78977	R	uc003fwm.4	-18256	ENSG00000163960	UBXN7	UBX domain protein 7	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr10:6007601-6009800	chr10	6008601	6008800	5	-1.6077702726924905	5.639966761499418	5.639966761499418	Intron (uc001iiv.3/3601, intron 6 of 6)	chr10	5994334	6019574	25241	R	uc001iiv.3	10774	ENSG00000134470	IL15RA	interleukin 15 receptor, alpha	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr9:123499801-123502000	chr9	123500801	123501000	4	-1.7423878939779422	5.637369672531495	5.637369672531495	Distal Intergenic	chr9	123363196	123476765	113570	R	uc004bkj.2	-24036	ENSG00000106780	MEGF9	multiple EGF-like-domains 9	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:122616801-122619000	chr11	122617801	122618000	1	-1.9108812799158696	5.635836890296025	5.635836890296025	Intron (uc001pyi.4/84959, intron 1 of 13)	chr11	122709255	122743347	34093	F	uc001pyj.3	-91255	ENSG00000109943	CRTAM	cytotoxic and regulatory T cell molecule	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr21:21745801-21748200	chr21	21746801	21747200	22	-2.3675971121578	6.565814358355343	5.635555084045342	Distal Intergenic	chr21	22114913	22175426	60514	R	uc002yky.4	428226	ENSG00000224924	LINC00320	long intergenic non-protein coding RNA 320	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr4:19957401-19959800	chr4	19958401	19958800	6	-2.048290413980673	6.6251934657506695	5.633620255138939	Distal Intergenic	chr4	20255235	20620788	365554	F	uc003gpr.1	-296435	ENSG00000145147	SLIT2	slit guidance ligand 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr7:122165201-122167400	chr7	122166201	122166400	2	-2.32992060055166	5.63217910683747	5.63217910683747	Intron (uc003vkg.4/93664, intron 19 of 22)	chr7	121958478	122261771	303294	R	uc003vkg.4	95371	ENSG00000081803	CADPS2	Ca++-dependent secretion activator 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:70846801-70849200	chr11	70847801	70848200	4	-2.3766306708917773	6.378063275559214	5.631199647821353	Intron (uc001oqc.3/22941, intron 20 of 21)	chr11	70313961	70935842	621882	R	uc001oqc.3	87642	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr11:62389601-62392000	chr11	62390601	62391000	18	-0.9636605047329809	6.144209481842188	5.621854384741014	Promoter	chr11	62382768	62389647	6880	R	uc001ntw.3	-954	ENSG00000149541	B3GAT3	beta-1,3-glucuronyltransferase 3	0	1	1	0	0	0	0	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr4:19912801-19915400	chr4	19913801	19914400	14	-1.8253463453476593	7.0547772193292175	5.619310700315048	Distal Intergenic	chr4	20255235	20620788	365554	F	uc003gpr.1	-340835	ENSG00000145147	SLIT2	slit guidance ligand 2	0	1	0	0	0	0	0	0	1
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr10:131305601-131308600	chr10	131306601	131307600	22	-2.2603303069709493	11.67662373693648	5.6191657749613055	Intron (uc001lkh.2/4255, intron 1 of 4)	chr10	131265454	131565783	300330	F	uc001lkh.2	41147	ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr9:135396201-135398400	chr9	135397201	135397400	5	-2.1095612283617164	5.6174628631912045	5.6174628631912045	Intron (uc004cbn.3/389799, intron 4 of 6)	chr9	135457993	135465640	7648	F	uc004cbp.1	-60593	ENSG00000125492	BARHL1	BarH-like homeobox 1	1	0	0	0	0	0	1	0	0
http://genome.ucsc.edu/cgi-bin/hgTracks?hgS_doOtherUser=submit&hgS_otherUserName=welch16&hgS_otherUserSessionName=MC_tracks&position=chr18:68576201-68578600	chr18	68577201	68577600	14	-1.9155809397429826	5.633952945603599	5.617178736327153	Distal Intergenic	chr18	67981427	67997434	16008	F	uc010dqq.2	595774	ENSG00000170677	SOCS6	suppressor of cytokine signaling 6	0	1	0	0	0	0	0	0	1
